rt3000,sport,80000,6500,4334,3250,60000,40000
jugular,sport,65000,6000,4000,3000,60000,40000
khamelion,sport,180000,6500,4334,3250,60000,40000
kuruma,sport,48000,6000,4000,3000,60000,40000
lynx,sport,240000,6000,4000,3000,60000,40000
massacro,sport,210000,6000,4000,3000,60000,40000
neo,sport,310000,6000,4000,3000,60000,40000
ninef,sport,210000,6000,4000,3000,60000,40000
ninef2,sport,250000,6000,4000,3000,60000,40000
omnis,sport,45000,6500,4334,3250,60000,40000
pariah,sport,180000,6000,4000,3000,60000,40000
penumbra,sport,56000,6000,4000,3000,60000,40000
penumbra2,sport,60000,6000,4000,3000,60000,40000
raiden,sport,250000,7000,4666,3500,60000,40000
rapidgt,sport,120000,6000,4000,3000,60000,40000
rapidgt2,sport,150000,6000,4000,3000,60000,40000
raptor,sport,50000,5500,3666,2750,60000,40000
ruston,sport,120000,5500,3666,2750,60000,40000
schafter4,sport,24000,6500,4334,3250,60000,40000
schafter5,sport,16500,7000,4666,3500,60000,40000
schwarzer,sport,25000,7000,4666,3500,60000,40000
sentinel3,sport,11000,6000,4000,3000,60000,40000
seven70,sport,310000,6000,4000,3000,60000,40000
sultan,sport,12000,6000,4000,3000,60000,40000
surano,sport,85000,6000,4000,3000,60000,40000
vectre,sport,80000,6000,4000,3000,60000,40000
verlierer2,sport,210000,6000,4000,3000,60000,40000
zr350,sport,100000,6000,4000,3000,60000,40000
veto,sport,110000,4500,3000,2250,60000,40000
veto2,sport,110000,5500,3666,2750,60000,40000
nimbus,Avión,1000000,21000,7000,5250,20000,0
vestra,Avión,700000,14500,4833,3625,20000,0
mogul,Avión,410000,15500,5167,3875,20000,0
alkonost,Avión,50000,38500,12833,9625,20000,0
btype,Sport Clásico,170000,4500,1500,1125,60000,40000
btype3,Sport Clásico,190000,4500,1500,1125,60000,40000
casco,Sport Clásico,85000,3500,1167,875,60000,40000
cheburek,Sport Clásico,10000,4000,1333,1000,60000,40000
cheetah2,Sport Clásico,350000,3500,1167,875,60000,40000
coquette2,Sport Clásico,300000,3500,1167,875,60000,40000
feltzer3,Sport Clásico,210000,3500,1167,875,60000,40000
gt500,Sport Clásico,140000,4000,1333,1000,60000,40000
infernus2,Sport Clásico,110000,3500,1167,875,60000,40000
mamba,Sport Clásico,100000,3000,1000,750,60000,40000
manana,Sport Clásico,12000,4500,1500,1125,60000,40000
peyote3,Sport Clásico,13000,4000,1333,1000,60000,40000
pigalle,Sport Clásico,110000,4500,1500,1125,60000,40000
rapidgt3,Sport Clásico,75000,3500,1167,875,60000,40000
retinue,Sport Clásico,48000,4000,1333,1000,60000,40000
swinger,Sport Clásico,210000,3500,1167,875,60000,40000
tornado,Sport Clásico,12000,4500,1500,1125,60000,40000
tornado2,Sport Clásico,12000,4500,1500,1125,60000,40000
tornado3,Sport Clásico,12000,4500,1500,1125,60000,40000
tornado4,Sport Clásico,10000,4500,1500,1125,60000,40000
tornado5,Sport Clásico,12000,4500,1500,1125,60000,40000
toreador,Sport Clásico,170000,3500,1167,875,60000,40000
asea,Sedán,12000,233,140,117,60000,40000
asterope,Sedán,12000,200,120,100,60000,40000
cog55,Sedán,13000,700,420,350,60000,40000
cognoscenti,Sedán,25000,767,460,383,60000,40000
cognoscenti2,Sedán,25000,767,460,383,60000,40000
emperor,Sedán,10000,267,160,133,60000,40000
emperor2,Sedán,10000,200,120,100,60000,40000
emperor3,Sedán,10000,200,120,100,60000,40000
fugitive,Sedán,17000,733,440,367,60000,40000
glendale,Sedán,10000,200,120,100,60000,40000
glendale2,Sedán,10000,200,120,100,60000,40000
ingot,Sedán,11000,200,120,100,60000,40000
intruder,Sedán,11000,267,160,133,60000,40000
oraclexs,Sedán,36000,267,160,133,60000,40000
premier,Sedán,11000,200,120,100,60000,40000
primo,Sedán,11000,267,160,133,60000,40000
primo2,Sedán,12000,267,160,133,60000,40000
regina,Sedán,8000,267,160,133,60000,40000
romero,Sedán,14000,233,140,117,60000,40000
schafter2,Sedán,16000,267,160,133,60000,40000
schafter3,Sedán,23000,267,160,133,60000,40000
schafter6,Sedán,17000,700,420,350,60000,40000
stratum,Sedán,12000,267,160,133,60000,40000
superd,Sedán,50000,700,420,350,60000,40000
surge,Sedán,16000,200,120,100,60000,40000
tailgater,Sedán,15000,267,160,133,60000,40000
tailgater2,Sedán,20000,200,120,100,60000,40000
warrener,Sedán,11000,267,160,133,60000,40000
warrener2,Sedán,11000,267,160,133,60000,40000
washington,Sedán,110000,233,140,117,60000,40000
xxxxxxxxxxx,Sedán,0,0,0,0,60000,40000
baller,SUV,60000,7000,2333,1750,60000,40000
baller2,SUV,70000,7000,2333,1750,60000,40000
baller3,SUV,86000,7000,2333,1750,60000,40000
baller4,SUV,92000,6500,2167,1625,60000,40000
bjxl,SUV,32000,6000,2000,1500,60000,40000
cavalcade,SUV,31000,7000,2333,1750,60000,40000
cavalcade2,SUV,34000,7000,2333,1750,60000,40000
contender,SUV,56000,11500,3833,2875,60000,40000
dubsta,SUV,75000,7000,2333,1750,60000,40000
dubsta2,SUV,85000,6000,2000,1500,60000,40000
dubsta3,SUV,35000,23000,7667,5750,60000,40000
fq2,SUV,36000,7000,2333,1750,60000,40000
granger,SUV,48000,6500,2167,1625,60000,40000
gresley,SUV,56000,7000,2333,1750,60000,40000
habanero,SUV,18000,6000,2000,1500,60000,40000
huntley,SUV,24000,6000,2000,1500,60000,40000
landstalker1,SUV,19000,7000,2333,1750,60000,40000
landstalker2,SUV,25000,6500,2167,1625,60000,40000
mesa,SUV,35000,6000,2000,1500,60000,40000
patriot,SUV,45000,7000,2333,1750,60000,40000
patriot2,SUV,62000,8000,2667,2000,60000,40000
radi,SUV,25000,6000,2000,1500,60000,40000
rocoto,SUV,51000,6000,2000,1500,60000,40000
seminole,SUV,19000,6000,2000,1500,60000,40000
seminole2,SUV,30000,6000,2000,1500,60000,40000
serrano,SUV,26000,7000,2333,1750,60000,40000
xls,SUV,41000,7000,2333,1750,60000,40000
benson,comercial,100000,8500,2833,2125,60000,40000
biff,comercial,60000,7500,2500,1875,60000,40000
hauler,comercial,120000,7000,2333,1750,60000,40000
hauler2,comercial,120000,7500,2500,1875,60000,40000
mule,comercial,70000,8500,2833,2125,60000,40000
mule2,comercial,70000,7500,2500,1875,60000,40000
mule3,comercial,70000,8500,2833,2125,60000,40000
packer,comercial,130000,8000,2667,2000,60000,40000
phantom,comercial,140000,9000,3000,2250,60000,40000
phantom3,comercial,140000,9000,3000,2250,60000,40000
pounder,comercial,85000,10000,3333,2500,60000,40000
bfinjection,off road,8000,3500,1167,875,60000,40000
bifta,off road,8000,4500,1500,1125,60000,40000
blazer,off road,11000,4500,1500,1125,60000,40000
blazer2,off road,12000,4500,1500,1125,60000,40000
blazer4,off road,15000,4500,1500,1125,60000,40000
bodhi2,off road,12000,3500,1167,875,60000,40000
brawler,off road,55000,6000,2000,1500,60000,40000
dloader,off road,10000,6000,2000,1500,60000,40000
dune,off road,18000,5500,1833,1375,60000,40000
freecrawler,off road,48000,5000,1667,1250,60000,40000
hellion,off road,34000,6000,2000,1500,60000,40000
kalahari,off road,12000,5500,1833,1375,60000,40000
rancherxl,off road,14000,6000,2000,1500,60000,40000
rancherxl2,off road,17000,6000,2000,1500,60000,40000
rebel1,off road,11000,5000,1667,1250,60000,40000
rebel2,off road,12000,6000,2000,1500,60000,40000
riata,off road,14000,5500,1833,1375,60000,40000
sandking,off road,32000,6000,2000,1500,60000,40000
sandking2,off road,34000,6500,2167,1625,60000,40000
trophytruck,off road,50000,6000,2000,1500,60000,40000
trophytruck2,off road,52000,5500,1833,1375,60000,40000
verus,off road,70000,4000,1333,1000,60000,40000
winky,off road,150000,5500,1833,1375,60000,40000
bison,van,34000,8500,2833,2125,60000,40000
bison2,van,35000,8500,2833,2125,60000,40000
bison3,van,36000,8000,2666,2000,60000,40000
bobcatxl,van,13000,5500,1833,1375,60000,40000
boxville,van,30000,6500,2166,1625,60000,40000
boxville2,van,30000,6500,2166,1625,60000,40000
boxville3,van,30000,6500,2166,1625,60000,40000
boxville4,van,30000,6500,2166,1625,60000,40000
burrito,van,24000,5500,1833,1375,60000,40000
burrito2,van,24000,5500,1833,1375,60000,40000
burrito3,van,24000,5500,1833,1375,60000,40000
burrito4,van,24000,5500,1833,1375,60000,40000
burrito5,van,24000,5500,1833,1375,60000,40000
camper,van,17000,6500,2166,1625,60000,40000
gburrito,van,25000,5500,1833,1375,60000,40000
gburrito2,van,25000,5500,1833,1375,60000,40000
journey,van,12000,6500,2166,1625,60000,40000
minivan,van,12000,6000,2000,1500,60000,40000
minivan2,van,12000,6000,2000,1500,60000,40000
paradise,van,23000,6000,2000,1500,60000,40000
pony,van,23000,6000,2000,1500,60000,40000
pony2,van,23000,6000,2000,1500,60000,40000
rumpo,van,20000,6000,2000,1500,60000,40000
rumpo2,van,23000,6000,2000,1500,60000,40000
rumpo3,van,25000,5500,1833,1375,60000,40000
speedo,van,20000,6000,2000,1500,60000,40000
surfer,van,12000,5500,1833,1375,60000,40000
surfer2,van,13000,5500,1833,1375,60000,40000
youga,van,17000,5000,1667,1250,60000,40000
youga2,van,18000,6000,2000,1500,60000,40000
youga3,van,20000,6000,2000,1500,60000,40000
blista,compacto,30000,292,100,70,60000,40000
brioso,compacto,15000,208,71,50,60000,40000
dilettante,compacto,12000,292,100,70,60000,40000
issi2,compacto,17000,208,71,50,60000,40000
issi3,compacto,15000,250,86,60,60000,40000
panto,compacto,10000,250,86,60,60000,40000
prairie,compacto,15000,292,100,70,60000,40000
rhapsody,compacto,11000,292,100,70,60000,40000
kanjo,compacto,50000,250,86,60,60000,40000
club,compacto,50000,208,71,50,60000,40000
brioso3000,compacto,30000,208,71,50,60000,40000
BFWeevil,compacto,150000,292,100,70,60000,40000
flatbed,industrial,80000,8500,2833,2125,60000,40000
mixer,industrial,75000,8000,2666,2000,60000,40000
mixer2,industrial,75000,7500,2500,1875,60000,40000
rubble,industrial,75000,8000,2666,2000,60000,40000
tiptruck,industrial,32000,7500,2500,1875,60000,40000
tiptruck2,industrial,40000,7000,2333,1750,60000,40000
cogcabrio,coupé,35000,3000,3000,3000,60000,40000
exemplar,coupé,36000,9250,9250,9250,60000,40000
f620,coupé,45000,2500,2500,2500,60000,40000
felon,coupé,35000,3000,3000,3000,60000,40000
felon2,coupé,36000,2500,2500,2500,60000,40000
jackal,coupé,40000,2500,2500,2500,60000,40000
oracle2,coupé,25000,3000,3000,3000,60000,40000
sentinel,coupé,38000,25000,25000,25000,60000,40000
sentinel2,coupé,40000,3250,3250,3250,60000,40000
windsor,coupé,32000,4250,4250,4250,60000,40000
windsor2,coupé,41000,4000,4000,4000,60000,40000
zion,coupé,38000,3000,3000,3000,60000,40000
zion2,coupé,40000,3000,3000,3000,60000,40000
blade,muscle,25000,3000,3000,3000,60000,40000
buccaneer,muscle,28000,2750,2750,2750,60000,40000
buccaneer2,muscle,30000,2750,2750,2750,60000,40000
chino,muscle,25000,2750,2750,2750,60000,40000
chino2,muscle,30000,2750,2750,2750,60000,40000
clique,muscle,35000,2500,2500,2500,60000,40000
coquette3,muscle,36000,2500,2500,2500,60000,40000
deviant,muscle,45000,3000,3000,3000,60000,40000
dominator,muscle,14000,2500,2500,2500,60000,40000
dominator3,muscle,36000,3000,3000,3000,60000,40000
dominator7,muscle,26000,2500,2500,2500,60000,40000
dominator8,muscle,50000,2500,2500,2500,60000,40000
dukes,muscle,15000,2750,2750,2750,60000,40000
faction,muscle,12000,3000,3000,3000,60000,40000
faction2,muscle,13000,3000,3000,3000,60000,40000
faction3,muscle,11000,3000,3000,3000,60000,40000
gauntlet,muscle,18000,3000,3000,3000,60000,40000
gauntlet2,muscle,18000,3000,3000,3000,60000,40000
gauntlet3,muscle,19000,3000,3000,3000,60000,40000
hermes,muscle,14000,3000,3000,3000,60000,40000
hotknife,muscle,15000,2250,2250,2250,60000,40000
impaler,muscle,14000,2750,2750,2750,60000,40000
lurcher,muscle,13000,3250,3250,3250,60000,40000
manana2,muscle,30000,3000,3000,3000,60000,40000
moonbeam1,muscle,14000,3000,3000,3000,60000,40000
moonbean2,muscle,15000,3000,3000,3000,60000,40000
nightshade,muscle,23000,3000,3000,3000,60000,40000
peyote,muscle,90000,3000,3000,3000,60000,40000
peyote2,muscle,13000,3000,3000,3000,60000,40000
phoenix,muscle,14000,3000,3000,3000,60000,40000
picador,muscle,11000,3000,3000,3000,60000,40000
ratloader1,muscle,6000,3000,3000,3000,60000,40000
ratloader2,muscle,8000,2750,2750,2750,60000,40000
ruiner1,muscle,11000,3000,3000,3000,60000,40000
ruiner3,muscle,1000,2500,2500,2500,60000,40000
sabregt1,muscle,12000,2750,2750,2750,60000,40000
sabregt2,muscle,14000,3000,3000,3000,60000,40000
slamvan,muscle,11000,2500,2500,2500,60000,40000
slamvan3,muscle,14000,2500,2500,2500,60000,40000
stalion1,muscle,12000,3000,3000,3000,60000,40000
stalion2,muscle,14000,3000,3000,3000,60000,40000
tampa,muscle,14000,3000,3000,3000,60000,40000
tampa2,muscle,110000,3000,3000,3000,60000,40000
tulip,muscle,12000,3000,3000,3000,60000,40000
vamos,muscle,12000,30000,30000,30000,60000,40000
vigero,muscle,13000,3000,3000,3000,60000,40000
virgo,muscle,12000,3250,3250,3250,60000,40000
virgo2,muscle,13000,3000,3000,3000,60000,40000
virgo3,muscle,12000,3000,3000,3000,60000,40000
voodoo,muscle,12000,3000,3000,3000,60000,40000
voodoo2,muscle,11000,3000,3000,3000,60000,40000
yosemite,muscle,10000,2500,2500,2500,60000,40000
